station,date,visibility,wd,ws,rh,tempc,
OKBK,6/27/17 19:00,6.21,0,0,12.05,37,
OKBK,6/27/17 20:00,6.21,290,8.05,12.73,36,
OKBK,6/27/17 21:00,6.21,300,5.75,13.46,35,
OKBK,6/27/17 22:00,6.21,310,4.6,16.37,34,
OKBK,6/27/17 23:00,6.21,320,6.9,17.55,34,
OKBK,6/28/17 0:00,6.21,320,6.9,17.55,34,
OKBK,6/28/17 1:00,6.21,290,3.45,17.09,32,
OKBK,6/28/17 2:00,6.21,310,8.05,18.33,32,
OKBK,6/28/17 3:00,6.21,310,8.05,16.15,33,
OKBK,6/28/17 4:00,6.21,320,8.05,14.66,36,
OKBK,6/28/17 5:00,6.21,320,10.35,12.44,39,
OKBK,6/28/17 6:00,4.97,340,11.5,11.98,41,
OKBK,6/28/17 7:00,4.97,330,10.35,11.55,43,
OKBK,6/28/17 8:00,4.97,350,11.5,10.41,45,
OKBK,6/28/17 9:00,6.21,340,6.9,8.93,48,
OKBK,6/28/17 10:00,6.21,330,10.35,9.09,49,
OKBK,6/28/17 11:00,6.21,350,11.5,7.92,49,
OKBK,6/28/17 12:00,6.21,10,6.9,7.54,50,
OKBK,6/28/17 13:00,6.21,60,11.5,9.56,48,
OKBK,6/28/17 14:00,6.21,60,9.2,8.93,48,
OKBK,6/28/17 15:00,6.21,90,8.05,10.59,46,
OKBK,6/28/17 16:00,6.21,120,5.75,11.74,44,
OKBK,6/28/17 17:00,6.21,0,0,14.29,39,
OKBK,6/28/17 18:00,6.21,180,4.6,15.08,38,
OKBK,6/28/17 19:00,6.21,0,0,15.71,36,
OKBK,6/28/17 20:00,6.21,260,5.75,15.49,35,
OKBK,6/28/17 21:00,6.21,270,3.45,14.66,36,
OKBK,6/28/17 22:00,6.21,340,14.95,15.52,40,
OKBK,6/28/17 23:00,6.21,340,13.8,13.34,39,
OKBK,6/29/17 0:00,6.21,350,13.8,15.08,38,
OKBK,6/29/17 1:00,6.21,350,14.95,15.08,38,
OKBK,6/29/17 2:00,6.21,360,8.05,18.02,36,
OKBK,6/29/17 3:00,6.21,350,6.9,18.02,36,
OKBK,6/29/17 4:00,6.21,310,5.75,16.15,38,
OKBK,6/29/17 5:00,4.97,310,8.05,14.29,39,
OKBK,6/29/17 6:00,4.97,340,12.65,11.37,42,
OKBK,6/29/17 7:00,4.97,340,13.8,10.96,44,
OKBK,6/29/17 8:00,3.73,350,17.25,8.33,48,
OKBK,6/29/17 9:00,3.11,10,18.4,7.54,50,
OKBK,6/29/17 10:00,3.11,10,18.4,7.03,50,
OKBK,6/29/17 11:00,3.73,30,14.95,7.17,51,
OKBK,6/29/17 12:00,3.73,360,14.95,6.69,51,
OKBK,6/29/17 13:00,2.8,350,19.55,7.54,50,
OKBK,6/29/17 14:00,2.8,350,23,7.78,48,
OKBK,6/29/17 15:00,1.86,340,25.3,9.39,47,
OKBK,6/29/17 16:00,2.17,340,25.3,9.89,46,
OKBK,6/29/17 17:00,4.35,340,21.85,10.96,44,
OKBK,6/29/17 18:00,4.97,340,21.85,10.78,43,
OKBK,6/29/17 19:00,4.97,340,20.7,10.6,42,
OKBK,6/29/17 20:00,3.73,330,21.85,11.18,41,
OKBK,6/29/17 21:00,3.73,330,19.55,11.79,40,
OKBK,6/29/17 22:00,4.35,330,19.55,13.34,39,
OKBK,6/29/17 23:00,6.21,330,18.4,15.08,38,
OKBK,6/30/17 0:00,6.21,330,17.25,14.08,38,
OKBK,6/30/17 1:00,6.21,340,13.8,14.87,37,
OKBK,6/30/17 2:00,6.21,340,12.65,16.83,36,
OKBK,6/30/17 3:00,6.21,330,10.35,14.66,36,
OKBK,6/30/17 4:00,6.21,310,10.35,13.14,38,
OKBK,6/30/17 5:00,6.21,340,16.1,10.43,41,
OKBK,6/30/17 6:00,6.21,340,18.4,10.6,42,
OKBK,6/30/17 7:00,6.21,340,20.7,9.38,43,
OKBK,6/30/17 8:00,6.21,340,19.55,7.88,45,
OKBK,6/30/17 9:00,6.21,350,20.7,7.48,46,
OKBK,6/30/17 10:00,6.21,350,20.7,6.62,47,
OKBK,6/30/17 11:00,6.21,340,23,7.25,48,
OKBK,6/30/17 12:00,6.21,340,21.85,7.63,47,
OKBK,6/30/17 13:00,6.21,330,21.85,8.18,47,
OKBK,6/30/17 14:00,6.21,330,17.25,8.77,47,
OKBK,6/30/17 15:00,6.21,330,16.1,9.89,46,
OKBK,6/30/17 16:00,6.21,340,13.8,12.56,44,
OKBK,6/30/17 17:00,6.21,340,12.65,11.55,43,
OKBK,6/30/17 18:00,6.21,340,12.65,12.18,42,
OKBK,6/30/17 19:00,6.21,350,10.35,12.84,41,
OKBK,6/30/17 20:00,6.21,360,8.05,13.34,39,
OKBK,6/30/17 21:00,6.21,320,5.75,13.14,38,
OKBK,6/30/17 22:00,6.21,240,3.45,16.15,33,
OKBK,6/30/17 23:00,6.21,190,4.6,17.09,32,
OKBK,7/1/17 0:00,6.21,200,4.6,18.09,31,
OKBK,7/1/17 1:00,6.21,210,5.75,18.09,31,
OKBK,7/1/17 2:00,3.73,190,5.75,19.15,30,
OKBK,7/1/17 3:00,3.73,180,4.6,18.09,31,
OKBK,7/1/17 4:00,3.73,180,4.6,16.37,34,
OKBK,7/1/17 5:00,4.97,220,8.05,13.14,38,
OKBK,7/1/17 6:00,3.11,230,6.9,10.6,42,
OKBK,7/1/17 7:00,3.11,190,8.05,10.24,44,
OKBK,7/1/17 8:00,3.11,170,8.05,10.41,45,
OKBK,7/1/17 9:00,4.97,250,6.9,7.63,47,
OKBK,7/1/17 10:00,3.73,110,14.95,8.18,47,
OKBK,7/1/17 11:00,4.35,110,10.35,9.72,45,
OKBK,7/1/17 12:00,4.97,120,8.05,11.74,44,
OKBK,7/1/17 12:59,4.97,110,12.65,10.96,44,
OKBK,7/1/17 13:00,4.97,110,12.65,10.96,44,
OKBK,7/1/17 14:00,4.97,120,17.25,10.78,43,
OKBK,7/1/17 15:00,4.35,130,14.95,13.04,42,
OKBK,7/1/17 16:00,4.35,140,11.5,13.54,40,
OKBK,7/1/17 17:00,4.97,150,6.9,17.28,38,
OKBK,7/1/17 18:00,4.97,170,5.75,19.28,36,
OKBK,7/1/17 19:00,4.97,200,4.6,23.04,34,
OKBK,7/1/17 20:00,4.97,150,3.45,26.05,33,
OKBK,7/1/17 21:00,4.97,130,4.6,24.89,35,
OKBK,7/1/17 22:00,4.97,180,3.45,25.79,32,
OKBK,7/1/17 23:00,4.35,0,0,29.18,31,
OKBK,7/2/17 0:00,4.35,0,0,28.9,30,
OKBK,7/2/17 1:00,4.35,0,0,28.36,28,
OKBK,7/2/17 2:00,4.35,0,0,23.33,29,
OKBK,7/2/17 3:00,4.35,0,0,23.59,30,
OKBK,7/2/17 4:00,4.35,150,3.45,17.78,35,
OKBK,7/2/17 5:00,4.97,200,6.9,13.14,38,
OKBK,7/2/17 6:00,4.97,210,5.75,11.98,41,
OKBK,7/2/17 7:00,4.97,200,8.05,9.55,44,
OKBK,7/2/17 9:00,4.97,110,10.35,13.64,45,
OKBK,7/2/17 10:00,4.97,110,11.5,14.57,45,
OKBK,7/2/17 11:00,6.21,90,17.25,12.76,45,
OKBK,7/2/17 12:00,6.21,90,16.1,12.76,45,
OKBK,7/2/17 13:00,6.21,120,13.8,13.44,44,
OKBK,7/2/17 14:00,6.21,120,16.1,13.24,43,
OKBK,7/2/17 15:00,6.21,130,17.25,13.04,42,
OKBK,7/2/17 16:00,6.21,130,8.05,15.52,40,
OKBK,7/2/17 17:00,6.21,150,9.2,18.72,39,
OKBK,7/2/17 18:00,6.21,150,6.9,22.29,37,
OKBK,7/2/17 19:00,6.21,150,3.45,26.58,35,
OKBK,7/2/17 20:00,6.21,130,3.45,26.31,34,
OKBK,7/2/17 21:00,6.21,190,3.45,27.29,31,
OKBK,7/2/17 22:00,6.21,190,3.45,29.18,31,
OKBK,7/2/17 23:00,6.21,190,3.45,40.14,30,
OKBK,7/3/17 0:00,6.21,170,3.45,39.86,29,
OKBK,7/3/17 1:00,6.21,190,3.45,39.58,28,
OKBK,7/3/17 2:00,4.35,190,5.75,37.35,29,
OKBK,7/3/17 3:00,4.35,180,4.6,33.29,31,
OKBK,7/3/17 4:00,6.21,190,6.9,23.04,34,
OKBK,7/3/17 5:00,4.97,200,5.75,17.28,38,
OKBK,7/3/17 6:00,4.97,220,8.05,12.37,43,
OKBK,7/3/17 7:00,4.97,200,9.2,9.23,46,
OKBK,7/3/17 8:00,4.35,190,10.35,8.18,47,
OKBK,7/3/17 9:00,4.97,140,10.35,8.93,48,
OKBK,7/3/17 10:00,4.35,120,13.8,9.56,48,
OKBK,7/3/17 11:00,4.35,120,14.95,10.76,47,
OKBK,7/3/17 12:00,4.35,120,13.8,10.06,47,
OKBK,7/3/17 13:00,4.35,110,14.95,23.79,43,
OKBK,7/3/17 14:00,4.35,110,12.65,17.27,43,
OKBK,7/3/17 15:00,4.35,120,13.8,13.24,43,
OKBK,7/3/17 16:00,4.35,130,11.5,16.82,41,
OKBK,7/3/17 17:00,4.97,120,6.9,18.72,39,
OKBK,7/3/17 18:00,4.97,170,8.05,19.76,38,
OKBK,7/3/17 19:00,4.97,160,4.6,22.04,36,
OKBK,7/3/17 20:00,4.97,190,4.6,29.72,33,
OKBK,7/3/17 21:00,4.97,0,0,31.99,34,
OKBK,7/3/17 22:00,4.97,0,0,35.81,32,
OKBK,7/3/17 23:00,4.97,200,4.6,35.25,30,
OKBK,7/4/17 0:00,6.21,0,0,42.8,30,
OKBK,7/4/17 1:00,6.21,0,0,40.14,30,
OKBK,7/4/17 2:00,4.35,200,3.45,37.07,28,
OKBK,7/4/17 3:00,4.35,0,0,37.62,30,
OKBK,7/4/17 4:00,3.73,270,4.6,28.37,35,
OKBK,7/4/17 5:00,3.73,300,3.45,21.11,38,
OKBK,7/4/17 6:00,4.35,260,5.75,13.04,42,
OKBK,7/4/17 7:00,4.35,210,5.75,10.41,45,
OKBK,7/4/17 8:00,4.35,110,4.6,13.64,45,
OKBK,7/4/17 9:00,4.35,110,8.05,22.58,44,
OKBK,7/4/17 10:00,4.35,110,9.2,17.71,45,
OKBK,7/4/17 11:00,4.35,110,9.2,17.49,44,
OKBK,7/4/17 12:00,4.35,120,10.35,12.95,46,
OKBK,7/4/17 13:00,4.35,130,12.65,10.59,46,
OKBK,7/4/17 14:00,4.97,130,13.8,11.93,45,
OKBK,7/4/17 15:00,4.97,120,13.8,12.56,44,
OKBK,7/4/17 16:00,4.35,130,9.2,14.92,42,
OKBK,7/4/17 17:00,6.21,120,8.05,14.71,41,
OKBK,7/4/17 18:00,6.21,120,9.2,14.5,40,
OKBK,7/4/17 19:00,6.21,200,4.6,17.28,38,
OKBK,7/4/17 20:00,6.21,260,4.6,21.79,35,
OKBK,7/4/17 21:00,4.97,290,5.75,20.38,35,
OKBK,7/4/17 22:00,4.97,250,3.45,20.13,34,
OKBK,7/4/17 23:00,6.21,0,0,18.8,34,
OKBK,7/5/17 0:00,6.21,0,0,19.89,33,
OKBK,7/5/17 1:00,6.21,0,0,18.56,33,
OKBK,7/5/17 2:00,4.97,200,4.6,18.33,32,
OKBK,7/5/17 3:00,4.97,200,3.45,18.56,33,
OKBK,7/5/17 4:00,4.97,0,0,14.87,37,
OKBK,7/5/17 5:00,4.35,270,3.45,13.34,39,
OKBK,7/5/17 6:00,4.35,290,6.9,11.37,42,
OKBK,7/5/17 7:00,4.35,300,6.9,10.24,44,
OKBK,7/5/17 8:00,4.97,160,3.45,8.18,47,
OKBK,7/5/17 9:00,4.35,130,6.9,14.98,47,
OKBK,7/5/17 10:00,4.35,110,4.6,14.24,48,
OKBK,7/5/17 11:00,4.35,120,8.05,10.06,47,
OKBK,7/5/17 12:00,4.35,120,10.35,10.06,47,
OKBK,7/5/17 12:59,4.35,110,10.35,10.06,47,
OKBK,7/5/17 14:00,4.35,100,6.9,16.17,43,
OKBK,7/5/17 15:00,3.73,110,5.75,19.66,43,
OKBK,7/5/17 16:00,4.35,120,5.75,18.2,42,
OKBK,7/5/17 17:00,4.35,180,4.6,21.36,39,
OKBK,7/5/17 18:00,4.35,180,10.35,18.72,39,
OKBK,7/5/17 19:00,4.35,170,5.75,18.25,37,
OKBK,7/5/17 20:00,4.97,170,8.05,16.83,36,
OKBK,7/5/17 21:00,6.21,190,6.9,19.04,35,
OKBK,7/5/17 22:00,6.21,170,6.9,20.13,34,
OKBK,7/5/17 23:00,6.21,190,3.45,21.29,33,
OKBK,7/6/17 0:00,6.21,160,4.6,22.53,32,
OKBK,7/6/17 1:00,6.21,150,5.75,21.04,32,
OKBK,7/6/17 2:00,6.21,0,0,21.04,32,
OKBK,7/6/17 3:00,6.21,0,0,20.79,31,
OKBK,7/6/17 4:00,6.21,0,0,16.83,36,
OKBK,7/6/17 5:00,4.35,0,0,13.34,39,
OKBK,7/6/17 6:00,4.35,0,0,13.04,42,
OKBK,7/6/17 7:00,3.73,80,3.45,13.64,45,
OKBK,7/6/17 8:00,3.73,90,3.45,18.89,45,
OKBK,7/6/17 9:00,3.73,60,3.45,13.15,47,
OKBK,7/6/17 10:00,4.35,60,3.45,10.23,48,
OKBK,7/6/17 11:00,4.35,60,11.5,11.7,48,
OKBK,7/6/17 12:00,4.35,60,12.65,14.78,46,
OKBK,7/6/17 13:00,6.21,60,11.5,11.51,47,
OKBK,7/6/17 14:00,6.21,110,9.2,13.64,45,
OKBK,7/6/17 15:00,6.21,130,6.9,15.35,44,
OKBK,7/6/17 16:00,4.35,160,6.9,15.95,42,
OKBK,7/6/17 17:00,6.21,150,5.75,22.79,39,
OKBK,7/6/17 18:00,6.21,190,4.6,25.41,37,
OKBK,7/6/17 19:00,4.97,260,5.75,26.84,36,
OKBK,7/6/17 20:00,6.21,190,5.75,26.58,35,
OKBK,7/6/17 21:00,6.21,200,6.9,23.3,35,
OKBK,7/6/17 22:00,6.21,190,5.75,20.38,35,
OKBK,7/6/17 23:00,6.21,170,5.75,18.8,34,
OKBK,7/7/17 0:00,6.21,190,8.05,17.32,33,
OKBK,7/7/17 1:00,6.21,220,6.9,17.09,32,
OKBK,7/7/17 2:00,4.35,220,4.6,16.86,31,
OKBK,7/7/17 3:00,4.35,280,5.75,16.15,33,
OKBK,7/7/17 4:00,4.35,270,5.75,15.49,35,
OKBK,7/7/17 5:00,4.35,240,3.45,13.34,39,
OKBK,7/7/17 6:00,4.35,260,3.45,12.84,41,
OKBK,7/7/17 7:00,4.35,0,0,10.59,46,
OKBK,7/7/17 8:00,4.35,70,3.45,9.56,48,
OKBK,7/7/17 9:00,4.35,120,8.05,8.93,48,
OKBK,7/7/17 10:00,4.35,110,9.2,10.23,48,
OKBK,7/7/17 11:00,4.35,110,9.2,12.31,47,
OKBK,7/7/17 12:00,4.35,130,13.8,10.23,48,
OKBK,7/7/17 13:00,4.35,130,13.8,8.93,48,
OKBK,7/7/17 14:00,4.35,130,14.95,12.12,46,
OKBK,7/7/17 15:00,4.35,140,12.65,15.35,44,
OKBK,7/7/17 16:00,4.35,150,11.5,15.95,42,
OKBK,7/7/17 17:00,4.35,150,10.35,25.93,39,
OKBK,7/7/17 18:00,4.35,160,5.75,25.41,37,
OKBK,7/7/17 19:00,4.35,190,9.2,32.54,36,
OKBK,7/7/17 20:00,4.97,170,13.8,46.93,35,
OKBK,7/7/17 21:00,4.97,180,10.35,56.01,34,
OKBK,7/7/17 22:00,4.97,190,9.2,59.24,33,
OKBK,7/7/17 23:00,4.97,180,10.35,59.24,33,
OKBK,7/8/17 0:00,4.35,130,5.75,62.68,32,
OKBK,7/8/17 1:00,4.97,130,4.6,59.01,32,
OKBK,7/8/17 2:00,4.97,360,4.6,49.36,33,
OKBK,7/8/17 3:00,4.35,170,3.45,52.23,32,
OKBK,7/8/17 4:00,4.35,100,3.45,44.41,36,
OKBK,7/8/17 5:00,3.73,130,9.2,50.38,37,
OKBK,7/8/17 6:00,3.73,110,8.05,56.72,37,
OKBK,7/8/17 7:00,3.73,130,11.5,45.46,40,
OKBK,7/8/17 8:00,4.35,140,13.8,38.25,41,
OKBK,7/8/17 9:00,3.73,120,14.95,26.7,42,
OKBK,7/8/17 10:00,3.73,120,18.4,26.7,42,
OKBK,7/8/17 11:00,3.73,130,23,23.54,42,
OKBK,7/8/17 12:00,4.35,140,23,18.66,44,
OKBK,7/8/17 13:00,4.35,140,19.55,18.66,44,
OKBK,7/8/17 14:00,4.35,130,17.25,29.96,41,
OKBK,7/8/17 15:00,4.35,140,16.1,31.6,40,
OKBK,7/8/17 16:00,4.35,150,12.65,47.45,37,
OKBK,7/8/17 17:00,6.21,140,11.5,59.92,36,
OKBK,7/8/17 18:00,6.21,140,11.5,67.14,35,
OKBK,7/8/17 19:00,3.11,150,9.2,70.99,34,
OKBK,7/8/17 20:00,3.11,150,5.75,79.58,33,
OKBK,7/8/17 21:00,2.8,0,0,84.2,32,
OKBK,7/8/17 22:00,3.11,50,4.6,79.58,33,
OKBK,7/8/17 23:00,3.11,160,3.45,89.13,31,
OKBK,7/9/17 0:00,3.11,110,4.6,89.21,32,
OKBK,7/9/17 1:00,2.8,140,6.9,89.13,31,
OKBK,7/9/17 2:00,1.86,130,5.75,89.13,31,
OKBK,7/9/17 3:00,1.86,130,4.6,84.2,32,
OKBK,7/9/17 4:00,2.17,130,8.05,75.24,34,
OKBK,7/9/17 5:00,2.49,160,6.9,56.72,37,
OKBK,7/9/17 6:00,3.11,160,14.95,26.7,42,
OKBK,7/9/17 7:00,3.11,140,14.95,22.58,44,
OKBK,7/9/17 8:00,3.11,130,17.25,16.61,45,
OKBK,7/9/17 9:00,3.11,120,14.95,34.15,42,
OKBK,7/9/17 10:00,2.49,130,14.95,26.96,43,
OKBK,7/9/17 11:00,2.49,120,12.65,26.96,43,
OKBK,7/9/17 12:00,2.49,120,12.65,26.96,43,
OKBK,7/9/17 12:59,2.49,110,10.35,40.34,40,
OKBK,7/9/17 14:00,2.49,110,11.5,44.94,38,
OKBK,7/9/17 15:00,2.49,110,12.65,47.45,37,
OKBK,7/9/17 16:00,2.49,130,8.05,53.22,36,
OKBK,7/9/17 17:00,3.11,170,8.05,63.32,35,
OKBK,7/9/17 18:00,3.11,180,5.75,66.95,34,
OKBK,7/9/17 19:00,3.11,110,3.45,70.81,33,
OKBK,7/9/17 20:00,3.11,0,0,74.93,32,
OKBK,7/9/17 21:00,3.11,0,0,74.93,32,
OKBK,7/9/17 22:00,3.11,0,0,74.93,32,
OKBK,7/9/17 23:00,2.8,120,3.45,84.2,32,
OKBK,7/10/17 0:00,2.8,190,4.6,83.99,30,
OKBK,7/10/17 1:00,2.8,210,5.75,83.88,29,
OKBK,7/10/17 2:00,1.86,190,3.45,88.98,29,
OKBK,7/10/17 3:00,0.62,220,3.45,100,28,
OKBK,7/10/17 4:00,1.86,200,6.9,84.2,32,
OKBK,7/10/17 5:00,3.11,220,9.2,50.38,37,
OKBK,7/10/17 6:00,3.73,200,10.35,25.08,42,
OKBK,7/10/17 7:00,3.73,220,6.9,17.49,44,
OKBK,7/10/17 8:00,3.73,220,4.6,13.15,47,
OKBK,7/10/17 9:00,3.73,30,4.6,13.15,47,
OKBK,7/10/17 10:00,3.73,290,5.75,11.7,48,
OKBK,7/10/17 11:00,3.73,50,12.65,20.36,46,
OKBK,7/10/17 12:00,3.73,60,11.5,18.16,47,
OKBK,7/10/17 13:00,4.35,80,11.5,14.98,47,
OKBK,7/10/17 14:00,4.35,120,9.2,14.78,46,
OKBK,7/10/17 15:00,4.35,110,8.05,16.61,45,
OKBK,7/10/17 16:00,3.73,140,6.9,31.87,41,
OKBK,7/10/17 17:00,4.35,170,4.6,40.08,39,
OKBK,7/10/17 18:00,4.35,200,9.2,42.3,38,
OKBK,7/10/17 19:00,4.35,190,5.75,42.3,38,
OKBK,7/10/17 20:00,4.35,180,5.75,44.67,37,
OKBK,7/10/17 21:00,4.35,200,3.45,49.87,35,
OKBK,7/10/17 22:00,4.35,210,3.45,49.62,34,
OKBK,7/10/17 23:00,4.35,300,6.9,28.9,37,
OKBK,7/11/17 0:00,4.35,280,8.05,30.26,35,
OKBK,7/11/17 1:00,6.21,320,9.2,16.15,38,
OKBK,7/11/17 2:00,4.35,290,8.05,20.13,34,
OKBK,7/11/17 3:00,4.35,270,4.6,17.78,35,
OKBK,7/11/17 4:00,4.35,340,11.5,16.15,38,
OKBK,7/11/17 6:00,4.35,340,14.95,12.18,42,
OKBK,7/11/17 7:00,4.35,350,17.25,10.96,44,
OKBK,7/11/17 8:00,4.35,350,16.1,9.89,46,
OKBK,7/11/17 9:00,4.35,340,16.1,9.09,49,
OKBK,7/11/17 10:00,3.73,360,18.4,9.25,50,
OKBK,7/11/17 11:00,4.35,360,18.4,8.8,51,
OKBK,7/11/17 12:00,4.35,360,18.4,8.8,51,
OKBK,7/11/17 13:00,4.35,350,17.25,8.23,51,
OKBK,7/11/17 14:00,4.35,350,17.25,9.25,50,
OKBK,7/11/17 15:00,4.35,350,14.95,9.73,49,
OKBK,7/11/17 16:00,4.35,350,19.55,9.39,47,
OKBK,7/11/17 17:00,4.35,340,18.4,10.59,46,
OKBK,7/11/17 18:00,3.11,340,19.55,11.74,44,
OKBK,7/11/17 19:00,4.35,340,18.4,12.18,42,
OKBK,7/11/17 20:00,6.21,340,21.85,13.75,41,
OKBK,7/11/17 21:00,6.21,340,25.3,13.75,41,
OKBK,7/11/17 22:00,4.35,350,24.15,14.5,40,
OKBK,7/11/17 23:00,4.35,340,27.6,13.34,39,
OKBK,7/12/17 0:00,4.35,340,27.6,14.29,39,
OKBK,7/12/17 1:00,4.35,340,24.15,15.08,38,
OKBK,7/12/17 2:00,4.35,340,23,15.93,37,
OKBK,7/12/17 3:00,4.35,340,20.7,15.93,37,
OKBK,7/12/17 4:00,4.35,340,21.85,15.08,38,
OKBK,7/12/17 5:00,4.97,340,20.7,14.5,40,
OKBK,7/12/17 6:00,4.97,350,20.7,13.04,42,
OKBK,7/12/17 7:00,4.97,350,20.7,11.15,45,
OKBK,7/12/17 8:00,4.97,340,24.15,9.23,46,
OKBK,7/12/17 9:00,4.97,340,24.15,7.63,47,
OKBK,7/12/17 10:00,3.73,340,25.3,8.33,48,
OKBK,7/12/17 11:00,1.24,340,25.3,8.93,48,
OKBK,7/12/17 12:00,1.24,340,25.3,8.33,48,
OKBK,7/12/17 13:00,1.86,340,25.3,9.39,47,
OKBK,7/12/17 14:00,1.86,340,25.3,8.77,47,
OKBK,7/12/17 15:00,2.17,330,21.85,9.72,45,
OKBK,7/12/17 16:00,2.49,340,19.55,10.96,44,
OKBK,7/12/17 17:00,4.35,340,17.25,11.55,43,
OKBK,7/12/17 18:00,6.21,330,14.95,11.37,42,
OKBK,7/12/17 19:00,6.21,320,14.95,11.37,42,
OKBK,7/12/17 20:00,6.21,320,13.8,11.98,41,
OKBK,7/12/17 21:00,6.21,320,14.95,11.98,41,
OKBK,7/12/17 22:00,6.21,310,11.5,12.44,39,
OKBK,7/12/17 23:00,6.21,300,9.2,13.87,37,
OKBK,7/13/17 0:00,6.21,280,4.6,16.37,34,
OKBK,7/13/17 1:00,6.21,250,3.45,16.15,33,
OKBK,7/13/17 2:00,6.21,280,12.65,16.37,34,
OKBK,7/13/17 3:00,6.21,300,4.6,15.49,35,
OKBK,7/13/17 4:00,4.97,320,6.9,13.14,38,
OKBK,7/13/17 5:00,4.97,340,14.95,10.43,41,
OKBK,7/13/17 6:00,4.97,330,11.5,9.38,43,
OKBK,7/13/17 7:00,3.73,340,13.8,8.45,45,
OKBK,7/13/17 8:00,3.73,330,16.1,8.61,46,
OKBK,7/13/17 9:00,3.73,310,14.95,7.78,48,
OKBK,7/13/17 10:00,4.35,330,14.95,7.39,49,
OKBK,7/13/17 11:00,4.97,330,20.7,7.39,49,
OKBK,7/13/17 12:00,4.97,330,16.1,7.39,49,
OKBK,7/13/17 13:00,6.21,330,14.95,7.78,48,
OKBK,7/13/17 14:00,6.21,350,16.1,7.63,47,
OKBK,7/13/17 15:00,6.21,320,14.95,8.03,46,
OKBK,7/13/17 16:00,6.21,360,9.2,9.07,45,
OKBK,7/13/17 17:00,6.21,360,9.2,8.9,44,
OKBK,7/13/17 18:00,6.21,360,10.35,8.3,44,
OKBK,7/13/17 19:00,6.21,10,9.2,9.38,43,
OKBK,7/13/17 20:00,6.21,70,3.45,9.72,41,
OKBK,7/13/17 21:00,6.21,170,4.6,11.41,38,
OKBK,7/13/17 22:00,4.35,130,4.6,13.14,38,
OKBK,7/13/17 23:00,4.35,110,4.6,18.72,39,
OKBK,7/14/17 0:00,4.35,0,0,18.02,36,
OKBK,7/14/17 1:00,4.35,0,0,16.83,36,
OKBK,7/14/17 2:00,3.73,220,4.6,16.6,35,
OKBK,7/14/17 3:00,3.11,0,0,17.55,34,
OKBK,7/14/17 4:00,3.11,0,0,13.87,37,
OKBK,7/14/17 5:00,3.11,200,5.75,11.79,40,
OKBK,7/14/17 6:00,4.35,120,3.45,10.78,43,
OKBK,7/14/17 7:00,4.35,50,3.45,9.72,45,
OKBK,7/14/17 8:00,6.21,50,5.75,8.03,46,
OKBK,7/14/17 9:00,6.21,110,5.75,7.63,47,
OKBK,7/14/17 10:00,6.21,120,5.75,7.48,46,
OKBK,7/14/17 11:00,6.21,260,5.75,7.48,46,
OKBK,7/14/17 12:00,6.21,70,6.9,7.11,47,
OKBK,7/14/17 13:00,6.21,70,5.75,8.03,46,
OKBK,7/14/17 14:00,6.21,70,5.75,8.45,45,
OKBK,7/14/17 15:00,6.21,100,8.05,10.78,43,
OKBK,7/14/17 16:00,6.21,110,5.75,11.37,42,
OKBK,7/14/17 17:00,6.21,110,3.45,11.18,41,
OKBK,7/14/17 18:00,6.21,120,3.45,12.44,39,
OKBK,7/14/17 19:00,6.21,80,5.75,13.34,39,
OKBK,7/14/17 20:00,6.21,200,4.6,13.66,36,
OKBK,7/14/17 21:00,6.21,0,0,14.66,36,
OKBK,7/14/17 22:00,6.21,230,4.6,15.49,35,
OKBK,7/14/17 23:00,6.21,0,0,17.78,35,
OKBK,7/15/17 0:00,6.21,260,3.45,17.55,34,
OKBK,7/15/17 1:00,4.35,230,4.6,18.56,33,
OKBK,7/15/17 2:00,3.73,0,0,18.56,33,
OKBK,7/15/17 3:00,3.11,200,3.45,19.89,33,
OKBK,7/15/17 4:00,2.8,0,0,18.02,36,
OKBK,7/15/17 5:00,2.49,0,0,18.48,38,
OKBK,7/15/17 6:00,4.35,0,0,11.55,43,
OKBK,7/15/17 7:00,4.35,60,3.45,10.96,44,
OKBK,7/15/17 8:00,4.97,100,8.05,10.96,44,
OKBK,7/15/17 9:00,4.97,120,10.35,10.41,45,
OKBK,7/15/17 10:00,4.97,130,6.9,10.59,46,
OKBK,7/15/17 11:00,4.35,130,10.35,11.15,45,
OKBK,7/15/17 12:00,6.21,110,9.2,11.93,45,
OKBK,7/15/17 13:00,6.21,120,10.35,19.89,44,
OKBK,7/15/17 14:00,6.21,140,5.75,42.83,40,
OKBK,7/15/17 15:00,6.21,120,5.75,40.34,40,
OKBK,7/15/17 16:00,4.97,160,9.2,40.08,39,
OKBK,7/15/17 17:00,4.97,160,5.75,47.71,38,
OKBK,7/15/17 18:00,4.97,170,4.6,47.71,38,
OKBK,7/15/17 19:00,4.35,0,0,53.22,36,
OKBK,7/15/17 20:00,4.35,190,3.45,52.98,35,
OKBK,7/15/17 21:00,4.35,0,0,59.47,34,
OKBK,7/15/17 22:00,4.35,0,0,56.25,35,
OKBK,7/15/17 23:00,4.35,240,3.45,59.47,34,
OKBK,7/16/17 0:00,4.35,0,0,46.67,34,
OKBK,7/16/17 1:00,4.35,270,4.6,34.11,34,
OKBK,7/16/17 2:00,3.73,0,0,31.99,34,
