station,valid,visibility,ws,wd,rh,tempc,
OBBI,1/1/16 0:00,3.11,3.45,70,93.88,18,
OBBI,1/1/16 1:00,3.11,3.45,90,93.92,19,
OBBI,1/1/16 2:00,2.49,8.05,100,93.92,19,
OBBI,1/1/16 3:00,3.11,9.2,110,93.92,19,
OBBI,1/1/16 4:00,6.21,5.75,130,88.26,20,
OBBI,1/1/16 5:00,6.21,9.2,130,88.26,20,
OBBI,1/1/16 6:00,6.21,10.35,130,82.98,21,
OBBI,1/1/16 7:00,6.21,14.95,130,83.09,22,
OBBI,1/1/16 8:00,6.21,13.8,140,73.61,24,
OBBI,1/1/16 9:00,6.21,14.95,130,73.61,24,
OBBI,1/1/16 10:00,6.21,14.95,140,69.33,25,
OBBI,1/1/16 11:00,6.21,12.65,140,69.33,25,
OBBI,1/1/16 12:00,6.21,8.05,140,57.6,26,
OBBI,1/1/16 13:00,6.21,8.05,110,73.61,24,
OBBI,1/1/16 14:00,6.21,6.9,120,64.91,24,
OBBI,1/1/16 15:00,6.21,6.9,120,78.04,22,
OBBI,1/1/16 16:00,6.21,11.5,130,78.04,22,
OBBI,1/1/16 17:00,6.21,9.2,110,82.98,21,
OBBI,1/1/16 18:00,6.21,9.2,110,88.34,21,
OBBI,1/1/16 19:00,6.21,9.2,130,88.34,21,
OBBI,1/1/16 20:00,4.97,3.45,90,88.34,21,
OBBI,1/1/16 21:00,4.97,5.75,110,88.34,21,
OBBI,1/1/16 22:00,4.97,6.9,120,88.34,21,
OBBI,1/2/16 0:00,4.97,12.65,130,94.01,21,
OBBI,1/2/16 1:00,3.73,4.6,140,88.34,21,
OBBI,1/2/16 2:00,3.73,4.6,180,88.34,21,
OBBI,1/2/16 3:00,3.11,6.9,290,93.97,20,
OBBI,1/2/16 4:00,2.49,10.35,310,88.26,20,
OBBI,1/2/16 5:00,3.11,10.35,330,82.98,21,
OBBI,1/2/16 6:00,2.49,8.05,330,88.34,21,
OBBI,1/2/16 7:00,3.11,16.1,360,88.34,21,
OBBI,1/2/16 8:00,3.11,16.1,360,88.34,21,
OBBI,1/2/16 9:00,3.73,17.25,10,82.98,21,
OBBI,1/2/16 10:00,5.59,17.25,360,73.27,22,
OBBI,1/2/16 11:00,6.21,18.4,360,73.27,22,
OBBI,1/2/16 12:00,6.21,20.7,350,68.55,21,
OBBI,1/2/16 13:00,6.21,18.4,350,73.09,21,
OBBI,1/2/16 14:00,6.21,18.4,340,68.35,20,
OBBI,1/2/16 15:00,6.21,17.25,350,64.04,20,
OBBI,1/2/16 16:00,6.21,18.4,340,64.04,20,
OBBI,1/2/16 17:00,6.21,19.55,340,59.97,20,
OBBI,1/2/16 18:00,6.21,17.25,340,59.97,20,
OBBI,1/2/16 19:00,6.21,20.7,330,72.74,19,
OBBI,1/2/16 20:00,6.21,21.85,330,68.15,19,
OBBI,1/2/16 21:00,6.21,20.7,330,68.15,19,
OBBI,1/2/16 22:00,6.21,21.85,330,67.95,18,
OBBI,1/2/16 23:00,6.21,23,330,72.56,18,
OBBI,1/3/16 0:00,6.21,23,330,67.95,18,
OBBI,1/3/16 1:00,6.21,21.85,320,67.95,18,
OBBI,1/3/16 2:00,6.21,25.3,320,67.75,17,
OBBI,1/3/16 3:00,6.21,26.45,320,63.38,17,
OBBI,1/3/16 4:00,6.21,26.45,320,63.38,17,
OBBI,1/3/16 5:00,6.21,28.75,320,63.38,17,
OBBI,1/3/16 6:00,6.21,27.6,320,59.5,18,
OBBI,1/3/16 7:00,6.21,28.75,320,59.26,17,
OBBI,1/3/16 8:00,6.21,32.2,320,51.98,18,
OBBI,1/3/16 9:00,6.21,31.05,320,51.72,17,
OBBI,1/3/16 10:00,6.21,31.05,320,51.72,17,
OBBI,1/3/16 11:00,6.21,29.9,320,48.28,17,
OBBI,1/3/16 12:00,6.21,28.75,310,48.28,17,
OBBI,1/3/16 13:00,6.21,28.75,320,51.45,16,
OBBI,1/3/16 14:00,6.21,26.45,330,54.86,15,
OBBI,1/3/16 15:00,6.21,26.45,320,54.86,15,
OBBI,1/3/16 16:00,6.21,24.15,330,58.77,15,
OBBI,1/3/16 17:00,6.21,27.6,320,58.77,15,
OBBI,1/3/16 18:00,6.21,23,330,58.77,15,
OBBI,1/3/16 19:00,6.21,25.3,320,58.77,15,
OBBI,1/3/16 20:00,6.21,23,330,58.77,15,
OBBI,1/3/16 21:00,6.21,23,330,62.92,15,
OBBI,1/3/16 22:00,6.21,23,330,62.92,15,
OBBI,1/3/16 23:00,6.21,21.85,340,58.77,15,
OBBI,1/4/16 0:00,6.21,18.4,330,62.92,15,
OBBI,1/4/16 1:00,6.21,18.4,330,62.92,15,
OBBI,1/4/16 2:00,6.21,20.7,330,62.92,15,
OBBI,1/4/16 3:00,6.21,19.55,330,62.92,15,
OBBI,1/4/16 4:00,6.21,19.55,320,67.33,15,
OBBI,1/4/16 5:00,6.21,18.4,320,63.15,16,
OBBI,1/4/16 6:00,6.21,18.4,310,72.2,16,
OBBI,1/4/16 7:00,6.21,19.55,320,59.5,18,
OBBI,1/4/16 8:00,6.21,21.85,320,55.63,18,
OBBI,1/4/16 9:00,6.21,21.85,310,59.5,18,
OBBI,1/4/16 10:00,6.21,23,310,59.5,18,
OBBI,1/4/16 11:00,6.21,20.7,320,59.5,18,
OBBI,1/4/16 12:00,6.21,19.55,320,59.5,18,
OBBI,1/4/16 13:00,6.21,19.55,310,59.5,18,
OBBI,1/4/16 14:00,6.21,17.25,320,63.38,17,
OBBI,1/4/16 15:00,6.21,16.1,320,67.75,17,
OBBI,1/4/16 16:00,6.21,14.95,330,67.75,17,
OBBI,1/4/16 17:00,6.21,11.5,330,67.75,17,
OBBI,1/4/16 18:00,6.21,10.35,310,67.75,17,
OBBI,1/4/16 19:00,6.21,10.35,310,72.2,16,
OBBI,1/4/16 20:00,6.21,9.2,320,72.2,16,
OBBI,1/4/16 21:00,6.21,10.35,290,82.25,15,
OBBI,1/4/16 22:00,6.21,9.2,280,76.98,15,
OBBI,1/4/16 23:00,6.21,9.2,280,82.25,15,
OBBI,1/5/16 0:00,6.21,9.2,280,82.25,15,
OBBI,1/5/16 1:00,6.21,8.05,290,82.25,15,
OBBI,1/5/16 2:00,6.21,10.35,290,77.14,16,
OBBI,1/5/16 3:00,6.21,8.05,280,82.37,16,
OBBI,1/5/16 4:00,6.21,8.05,290,77.14,16,
OBBI,1/5/16 5:00,5.59,10.35,290,82.37,16,
OBBI,1/5/16 6:00,5.59,10.35,280,77.29,17,
OBBI,1/5/16 7:00,5.59,11.5,300,77.29,17,
OBBI,1/5/16 8:00,5.59,10.35,270,77.45,18,
OBBI,1/5/16 9:00,4.35,9.2,280,72.56,18,
OBBI,1/5/16 10:00,4.35,9.2,280,68.15,19,
OBBI,1/5/16 11:00,4.35,11.5,300,68.15,19,
OBBI,1/5/16 12:00,5.59,6.9,290,68.15,19,
OBBI,1/5/16 13:00,5.59,10.35,310,72.56,18,
OBBI,1/5/16 14:00,5.59,10.35,310,72.56,18,
OBBI,1/5/16 15:00,5.59,6.9,310,77.45,18,
OBBI,1/5/16 16:00,5.59,5.75,310,77.29,17,
OBBI,1/5/16 17:00,6.21,4.6,290,72.56,18,
OBBI,1/5/16 18:00,6.21,5.75,300,82.5,17,
OBBI,1/5/16 19:00,6.21,4.6,270,77.29,17,
OBBI,1/5/16 20:00,6.21,3.45,260,77.29,17,
OBBI,1/5/16 21:00,6.21,4.6,260,87.92,16,
OBBI,1/5/16 22:00,6.21,5.75,260,82.37,16,
OBBI,1/5/16 23:00,6.21,5.75,260,77.14,16,
OBBI,1/6/16 0:00,6.21,3.45,270,82.37,16,
OBBI,1/6/16 1:00,6.21,4.6,260,82.37,16,
OBBI,1/6/16 2:00,3.73,4.6,260,87.83,15,
OBBI,1/6/16 3:00,3.73,4.6,260,87.83,15,
OBBI,1/6/16 4:00,5.59,4.6,270,87.83,15,
OBBI,1/6/16 5:00,6.21,6.9,290,67.75,17,
OBBI,1/6/16 6:00,6.21,6.9,270,63.6,18,
OBBI,1/6/16 7:00,6.21,8.05,280,45.6,19,
OBBI,1/6/16 8:00,6.21,8.05,270,37.32,20,
OBBI,1/6/16 9:00,6.21,9.2,270,32.43,20,
OBBI,1/6/16 10:00,6.21,9.2,310,32.72,21,
OBBI,1/6/16 11:00,6.21,8.05,310,34.8,20,
OBBI,1/6/16 12:00,6.21,6.9,300,30.77,22,
OBBI,1/6/16 13:00,6.21,6.9,360,42.85,20,
OBBI,1/6/16 14:00,6.21,5.75,340,52.25,19,
OBBI,1/6/16 15:00,6.21,4.6,350,52.25,19,
OBBI,1/6/16 16:00,6.21,4.6,330,59.5,18,
OBBI,1/6/16 17:00,6.21,5.75,340,63.6,18,
OBBI,1/6/16 18:00,6.21,5.75,330,63.6,18,
OBBI,1/6/16 19:00,6.21,4.6,320,67.95,18,
OBBI,1/6/16 20:00,6.21,3.45,270,72.56,18,
OBBI,1/6/16 21:00,6.21,5.75,260,72.56,18,
OBBI,1/6/16 22:00,6.21,5.75,250,67.95,18,
OBBI,1/6/16 23:00,6.21,5.75,260,77.29,17,
OBBI,1/7/16 0:00,5.59,8.05,260,72.38,17,
OBBI,1/7/16 1:00,5.59,5.75,260,67.75,17,
OBBI,1/7/16 2:00,4.35,5.75,260,82.37,16,
OBBI,1/7/16 3:00,4.35,6.9,280,77.14,16,
OBBI,1/7/16 4:00,4.35,9.2,290,77.14,16,
OBBI,1/7/16 5:00,6.21,12.65,290,77.29,17,
OBBI,1/7/16 6:00,6.21,14.95,300,77.45,18,
OBBI,1/7/16 7:00,6.21,13.8,300,72.74,19,
OBBI,1/7/16 8:00,4.35,12.65,310,72.74,19,
OBBI,1/7/16 9:00,4.35,11.5,310,72.92,20,
OBBI,1/7/16 10:00,4.97,12.65,310,72.92,20,
OBBI,1/7/16 11:00,4.97,11.5,300,72.92,20,
OBBI,1/7/16 12:00,4.97,11.5,300,72.92,20,
OBBI,1/7/16 13:00,4.97,8.05,300,72.92,20,
OBBI,1/7/16 14:00,6.21,9.2,310,72.74,19,
OBBI,1/7/16 15:00,6.21,4.6,330,77.6,19,
OBBI,1/7/16 16:00,6.21,5.75,350,77.6,19,
OBBI,1/7/16 17:00,5.59,2.3,300,82.62,18,
OBBI,1/7/16 18:00,4.97,2.3,M,82.62,18,
OBBI,1/7/16 19:00,4.97,3.45,240,82.62,18,
OBBI,1/7/16 20:00,4.97,2.3,220,77.45,18,
OBBI,1/7/16 21:00,4.35,3.45,220,77.45,18,
OBBI,1/7/16 22:00,4.35,0,0,82.5,17,
OBBI,1/7/16 23:00,4.35,2.3,250,82.5,17,
OBBI,1/8/16 0:00,3.73,0,0,87.92,16,
OBBI,1/8/16 1:00,3.73,2.3,230,87.92,16,
OBBI,1/8/16 2:00,3.73,1.15,M,87.83,15,
OBBI,1/8/16 3:00,3.73,0,0,87.83,15,
OBBI,1/8/16 4:00,3.73,2.3,180,87.83,15,
OBBI,1/8/16 5:00,4.35,3.45,180,82.62,18,
OBBI,1/8/16 6:00,4.97,4.6,190,72.74,19,
OBBI,1/8/16 7:00,5.59,6.9,190,68.35,20,
OBBI,1/8/16 8:00,5.59,6.9,180,60.21,21,
OBBI,1/8/16 9:00,5.59,9.2,170,52.77,21,
OBBI,1/8/16 10:00,5.59,11.5,130,49.37,21,
OBBI,1/8/16 11:00,5.59,8.05,160,49.37,21,
OBBI,1/8/16 12:00,5.59,10.35,130,46.43,22,
OBBI,1/8/16 13:00,5.59,5.75,100,56.38,21,
OBBI,1/8/16 14:00,5.59,5.75,90,68.35,20,
OBBI,1/8/16 15:00,4.97,9.2,100,72.74,19,
OBBI,1/8/16 16:00,4.97,11.5,100,82.74,19,
OBBI,1/8/16 17:00,4.97,13.8,120,68.35,20,
OBBI,1/8/16 18:00,5.59,11.5,130,72.74,19,
OBBI,1/8/16 19:00,5.59,8.05,130,72.74,19,
OBBI,1/8/16 20:00,4.97,9.2,140,68.15,19,
OBBI,1/8/16 21:00,4.35,11.5,140,63.82,19,
OBBI,1/8/16 22:00,4.35,9.2,140,63.82,19,
OBBI,1/8/16 23:00,4.35,9.2,140,68.15,19,
OBBI,1/9/16 0:00,3.73,9.2,130,72.56,18,
OBBI,1/9/16 1:00,3.73,10.35,130,68.15,19,
OBBI,1/9/16 2:00,3.73,11.5,140,68.15,19,
OBBI,1/9/16 3:00,3.73,13.8,140,68.15,19,
OBBI,1/9/16 4:00,4.35,10.35,140,68.15,19,
OBBI,1/9/16 5:00,5.59,13.8,140,68.35,20,
OBBI,1/9/16 6:00,5.59,9.2,160,72.92,20,
OBBI,1/9/16 7:00,5.59,12.65,150,68.55,21,
OBBI,1/9/16 8:00,5.59,10.35,160,68.55,21,
OBBI,1/9/16 9:00,4.35,10.35,150,56.63,22,
OBBI,1/9/16 10:00,4.35,6.9,170,60.44,22,
OBBI,1/9/16 11:00,4.35,10.35,170,49.9,23,
OBBI,1/9/16 12:00,5.59,8.05,160,41.14,24,
OBBI,1/9/16 13:00,5.59,8.05,160,38.46,24,
OBBI,1/9/16 14:00,5.59,8.05,150,38.46,24,
OBBI,1/9/16 15:00,4.97,4.6,170,49.9,23,
OBBI,1/9/16 16:00,4.35,3.45,180,49.9,23,
OBBI,1/9/16 17:00,4.35,3.45,210,68.55,21,
OBBI,1/9/16 18:00,4.35,6.9,280,64.26,21,
OBBI,1/9/16 19:00,4.35,11.5,300,77.75,20,
OBBI,1/9/16 20:00,4.35,14.95,300,88.18,19,
OBBI,1/9/16 21:00,3.11,16.1,300,88.18,19,
OBBI,1/9/16 22:00,3.11,14.95,310,82.86,20,
OBBI,1/9/16 23:00,3.73,17.25,310,77.6,19,
OBBI,1/10/16 0:00,3.73,18.4,310,72.74,19,
OBBI,1/10/16 1:00,3.73,17.25,330,77.6,19,
OBBI,1/10/16 2:00,3.73,17.25,330,68.15,19,
OBBI,1/10/16 3:00,3.73,17.25,330,63.82,19,
OBBI,1/10/16 4:00,3.11,17.25,340,63.82,19,
OBBI,1/10/16 5:00,3.11,17.25,340,59.97,20,
OBBI,1/10/16 6:00,3.11,18.4,340,59.97,20,
OBBI,1/10/16 7:00,3.73,18.4,330,59.97,20,
OBBI,1/10/16 8:00,4.35,18.4,330,56.38,21,
OBBI,1/10/16 9:00,4.35,19.55,330,56.38,21,
OBBI,1/10/16 10:00,4.35,19.55,320,56.38,21,
OBBI,1/10/16 11:00,4.35,20.7,320,59.97,20,
OBBI,1/10/16 12:00,6.21,20.7,320,52.51,20,
OBBI,1/10/16 13:00,6.21,20.7,320,56.13,20,
OBBI,1/10/16 14:00,6.21,20.7,320,55.88,19,
OBBI,1/10/16 15:00,6.21,18.4,320,55.88,19,
OBBI,1/10/16 16:00,6.21,19.55,320,55.63,18,
OBBI,1/10/16 17:00,6.21,19.55,320,48.55,18,
OBBI,1/10/16 18:00,6.21,18.4,320,55.63,18,
OBBI,1/10/16 19:00,6.21,18.4,320,51.98,18,
OBBI,1/10/16 20:00,6.21,18.4,320,55.63,18,
OBBI,1/10/16 21:00,6.21,19.55,330,55.37,17,
OBBI,1/10/16 22:00,6.21,17.25,330,55.37,17,
OBBI,1/10/16 23:00,6.21,18.4,320,63.38,17,
OBBI,1/11/16 0:00,6.21,18.4,330,59.26,17,
OBBI,1/11/16 1:00,6.21,18.4,320,63.38,17,
OBBI,1/11/16 2:00,6.21,21.85,320,63.38,17,
OBBI,1/11/16 3:00,6.21,19.55,320,63.38,17,
OBBI,1/11/16 4:00,6.21,19.55,320,63.38,17,
OBBI,1/11/16 5:00,6.21,19.55,320,63.6,18,
OBBI,1/11/16 6:00,6.21,19.55,300,72.38,17,
OBBI,1/11/16 7:00,6.21,19.55,310,67.95,18,
OBBI,1/11/16 8:00,6.21,20.7,320,59.74,19,
OBBI,1/11/16 9:00,6.21,20.7,320,59.74,19,
OBBI,1/11/16 10:00,6.21,21.85,320,59.74,19,
OBBI,1/11/16 11:00,6.21,19.55,320,59.74,19,
OBBI,1/11/16 12:00,6.21,18.4,330,55.88,19,
OBBI,1/11/16 13:00,6.21,18.4,330,59.5,18,
OBBI,1/11/16 14:00,6.21,16.1,320,63.6,18,
OBBI,1/11/16 15:00,6.21,16.1,310,59.5,18,
OBBI,1/11/16 16:00,6.21,14.95,310,67.75,17,
OBBI,1/11/16 17:00,6.21,16.1,310,67.75,17,
OBBI,1/11/16 18:00,6.21,16.1,300,63.38,17,
OBBI,1/11/16 19:00,6.21,11.5,290,67.75,17,
OBBI,1/11/16 20:00,6.21,10.35,290,72.2,16,
OBBI,1/11/16 21:00,6.21,14.95,300,82.25,15,
OBBI,1/11/16 22:00,6.21,16.1,310,82.25,15,
OBBI,1/11/16 23:00,6.21,9.2,290,82.25,15,
OBBI,1/12/16 0:00,6.21,10.35,300,87.83,15,
OBBI,1/12/16 1:00,6.21,12.65,300,82.25,15,
OBBI,1/12/16 2:00,6.21,9.2,290,87.83,15,
OBBI,1/12/16 3:00,6.21,8.05,280,82.25,15,
OBBI,1/12/16 4:00,3.11,8.05,270,82.25,15,
OBBI,1/12/16 5:00,4.35,11.5,290,76.98,15,
OBBI,1/12/16 6:00,4.35,13.8,300,72.2,16,
OBBI,1/12/16 7:00,4.97,12.65,290,67.75,17,
OBBI,1/12/16 8:00,4.97,13.8,300,67.75,17,
OBBI,1/12/16 9:00,5.59,16.1,300,63.6,18,
OBBI,1/12/16 10:00,6.21,16.1,300,67.95,18,
OBBI,1/12/16 11:00,4.97,16.1,310,67.95,18,
OBBI,1/12/16 12:00,4.97,16.1,320,72.56,18,
OBBI,1/12/16 13:00,4.97,14.95,320,72.56,18,
OBBI,1/12/16 14:00,4.97,12.65,330,72.56,18,
OBBI,1/12/16 15:00,4.97,9.2,320,77.45,18,
OBBI,1/12/16 16:00,4.35,9.2,330,77.45,18,
OBBI,1/12/16 17:00,4.35,12.65,310,77.45,18,
OBBI,1/12/16 18:00,4.35,10.35,320,72.56,18,
OBBI,1/12/16 19:00,6.21,10.35,300,67.95,18,
OBBI,1/12/16 20:00,6.21,10.35,300,67.95,18,
OBBI,1/12/16 21:00,6.21,10.35,290,72.56,18,
OBBI,1/12/16 22:00,6.21,14.95,290,77.29,17,
OBBI,1/12/16 23:00,6.21,16.1,290,77.14,16,
OBBI,1/13/16 0:00,6.21,17.25,290,72.2,16,
OBBI,1/13/16 1:00,6.21,18.4,300,67.54,16,
OBBI,1/13/16 2:00,4.97,17.25,290,67.33,15,
OBBI,1/13/16 3:00,4.97,12.65,290,63.15,16,
OBBI,1/13/16 4:00,6.21,12.65,310,72.2,16,
OBBI,1/13/16 5:00,6.21,12.65,280,67.75,17,
OBBI,1/13/16 6:00,6.21,12.65,280,67.54,16,
OBBI,1/13/16 7:00,6.21,12.65,280,63.38,17,
OBBI,1/13/16 8:00,6.21,17.25,290,67.75,17,
OBBI,1/13/16 9:00,6.21,19.55,300,63.6,18,
OBBI,1/13/16 10:00,6.21,19.55,290,59.5,18,
OBBI,1/13/16 11:00,6.21,21.85,300,63.82,19,
OBBI,1/13/16 12:00,6.21,21.85,300,63.6,18,
OBBI,1/13/16 13:00,6.21,21.85,310,63.6,18,
OBBI,1/13/16 14:00,6.21,20.7,310,67.75,17,
OBBI,1/13/16 15:00,6.21,24.15,310,67.75,17,
OBBI,1/13/16 16:00,6.21,21.85,300,72.38,17,
OBBI,1/13/16 17:00,6.21,18.4,300,67.75,17,
OBBI,1/13/16 18:00,6.21,20.7,310,63.38,17,
OBBI,1/13/16 19:00,6.21,20.7,310,59.26,17,
OBBI,1/13/16 20:00,6.21,19.55,310,63.38,17,
OBBI,1/13/16 21:00,6.21,19.55,320,59.26,17,
OBBI,1/13/16 22:00,6.21,16.1,310,67.75,17,
OBBI,1/13/16 23:00,6.21,13.8,310,67.75,17,
OBBI,1/14/16 0:00,6.21,10.35,290,77.14,16,
OBBI,1/14/16 1:00,6.21,11.5,280,76.98,15,
OBBI,1/14/16 2:00,6.21,10.35,280,76.98,15,
OBBI,1/14/16 3:00,6.21,10.35,280,72.01,15,
OBBI,1/14/16 4:00,5.59,12.65,290,76.98,15,
OBBI,1/14/16 5:00,5.59,12.65,290,77.14,16,
OBBI,1/14/16 6:00,6.21,13.8,290,72.2,16,
OBBI,1/14/16 7:00,6.21,13.8,290,67.75,17,
OBBI,1/14/16 8:00,6.21,14.95,290,67.75,17,
OBBI,1/14/16 9:00,6.21,17.25,300,59.5,18,
OBBI,1/14/16 10:00,6.21,19.55,300,55.88,19,
OBBI,1/14/16 11:00,6.21,18.4,300,59.74,19,
OBBI,1/14/16 12:00,6.21,18.4,320,63.82,19,
OBBI,1/14/16 13:00,6.21,16.1,330,72.56,18,
OBBI,1/14/16 14:00,6.21,16.1,310,72.56,18,
OBBI,1/14/16 15:00,6.21,13.8,310,77.29,17,
OBBI,1/14/16 16:00,5.59,13.8,300,82.5,17,
OBBI,1/14/16 17:00,4.35,12.65,300,82.5,17,
OBBI,1/14/16 18:00,4.35,9.2,310,72.38,17,
OBBI,1/14/16 19:00,4.35,9.2,310,77.14,16,
OBBI,1/14/16 20:00,4.35,9.2,310,77.14,16,
OBBI,1/14/16 21:00,4.35,10.35,310,77.14,16,
OBBI,1/14/16 22:00,4.35,6.9,280,82.37,16,
OBBI,1/14/16 23:00,4.35,5.75,270,87.83,15,
OBBI,1/15/16 0:00,4.35,6.9,270,87.83,15,
OBBI,1/15/16 1:00,3.11,6.9,280,82.25,15,
OBBI,1/15/16 2:00,3.11,5.75,280,82.25,15,
OBBI,1/15/16 3:00,2.49,4.6,290,82.12,14,
OBBI,1/15/16 4:00,2.49,3.45,270,82.12,14,
OBBI,1/15/16 5:00,3.11,6.9,280,72.2,16,
OBBI,1/15/16 6:00,3.11,6.9,290,77.14,16,
OBBI,1/15/16 7:00,2.49,5.75,310,77.29,17,
OBBI,1/15/16 8:00,3.73,8.05,260,67.95,18,
OBBI,1/15/16 9:00,4.35,9.2,280,63.6,18,
OBBI,1/15/16 10:00,4.97,9.2,300,67.95,18,
OBBI,1/15/16 11:00,4.97,8.05,310,63.82,19,
OBBI,1/15/16 12:00,6.21,6.9,310,63.82,19,
OBBI,1/15/16 13:00,6.21,5.75,310,68.15,19,
OBBI,1/15/16 14:00,6.21,4.6,310,72.56,18,
OBBI,1/15/16 15:00,6.21,4.6,310,77.29,17,
OBBI,1/15/16 16:00,6.21,3.45,310,77.29,17,
OBBI,1/15/16 17:00,4.97,3.45,280,82.5,17,
OBBI,1/15/16 18:00,4.35,3.45,260,82.5,17,
OBBI,1/15/16 19:00,3.11,4.6,280,87.92,16,
OBBI,1/15/16 20:00,3.11,3.45,300,87.92,16,
OBBI,1/15/16 21:00,3.11,3.45,280,87.92,16,
OBBI,1/15/16 22:00,3.11,3.45,270,87.92,16,
OBBI,1/15/16 23:00,3.11,1.15,M,87.92,16,
OBBI,1/16/16 0:00,3.11,2.3,230,93.74,15,
OBBI,1/16/16 1:00,2.49,1.15,M,93.69,14,
OBBI,1/16/16 2:00,1.55,2.3,250,93.69,14,
OBBI,1/16/16 3:00,1.37,5.75,250,93.74,15,
OBBI,1/16/16 4:00,0.81,5.75,250,93.74,15,
OBBI,1/16/16 5:00,2.49,4.6,260,87.92,16,
OBBI,1/16/16 6:00,4.35,8.05,270,77.29,17,
OBBI,1/16/16 7:00,4.97,9.2,260,59.5,18,
OBBI,1/16/16 8:00,5.59,10.35,280,52.25,19,
OBBI,1/16/16 9:00,6.21,13.8,300,52.25,19,
OBBI,1/16/16 10:00,6.21,13.8,310,59.74,19,
OBBI,1/16/16 11:00,6.21,12.65,320,56.13,20,
OBBI,1/16/16 12:00,6.21,12.65,310,59.97,20,
OBBI,1/16/16 13:00,6.21,12.65,320,68.15,19,
OBBI,1/16/16 14:00,6.21,12.65,320,68.15,19,
OBBI,1/16/16 15:00,6.21,10.35,320,72.74,19,
OBBI,1/16/16 16:00,4.97,10.35,310,88.09,18,
OBBI,1/16/16 17:00,3.73,11.5,300,88.09,18,
OBBI,1/16/16 18:00,3.73,10.35,300,88.09,18,
OBBI,1/16/16 19:00,3.73,6.9,280,82.62,18,
OBBI,1/16/16 20:00,3.73,9.2,290,82.62,18,
OBBI,1/16/16 21:00,3.73,8.05,290,82.62,18,
OBBI,1/16/16 22:00,3.73,8.05,280,88,17,
OBBI,1/16/16 23:00,3.73,9.2,290,88,17,
OBBI,1/17/16 0:00,3.11,10.35,290,93.83,17,
OBBI,1/17/16 1:00,3.11,9.2,290,93.83,17,
OBBI,1/17/16 2:00,3.11,9.2,290,93.83,17,
OBBI,1/17/16 3:00,1.86,11.5,300,93.83,17,
OBBI,1/17/16 4:00,1.37,12.65,300,93.83,17,
OBBI,1/17/16 4:30,1.37,13.8,300,93.83,17,
OBBI,1/17/16 5:00,1.37,14.95,300,93.83,17,
OBBI,1/17/16 6:00,1.86,13.8,290,88.09,18,
OBBI,1/17/16 7:00,2.49,13.8,290,82.74,19,
OBBI,1/17/16 8:00,2.49,16.1,300,77.75,20,
OBBI,1/17/16 9:00,3.11,16.1,300,77.75,20,
OBBI,1/17/16 10:00,3.73,18.4,320,73.09,21,
OBBI,1/17/16 11:00,4.35,17.25,320,73.09,21,
OBBI,1/17/16 12:00,5.59,18.4,330,68.55,21,
OBBI,1/17/16 13:00,5.59,17.25,320,72.92,20,
OBBI,1/17/16 14:00,5.59,16.1,320,72.92,20,
OBBI,1/17/16 15:00,4.97,13.8,320,77.6,19,
OBBI,1/17/16 16:00,4.97,12.65,310,77.45,18,
OBBI,1/17/16 17:00,4.97,14.95,300,77.45,18,
OBBI,1/17/16 18:00,4.97,16.1,310,77.45,18,
OBBI,1/17/16 19:00,4.97,14.95,310,72.56,18,
OBBI,1/17/16 20:00,6.21,12.65,310,72.56,18,
OBBI,1/17/16 21:00,6.21,10.35,290,82.5,17,
OBBI,1/17/16 22:00,6.21,11.5,300,82.5,17,
OBBI,1/17/16 23:00,6.21,11.5,300,82.5,17,
OBBI,1/18/16 0:00,6.21,10.35,330,72.38,17,
OBBI,1/18/16 1:00,6.21,9.2,330,72.38,17,
OBBI,1/18/16 2:00,6.21,9.2,330,72.38,17,
OBBI,1/18/16 3:00,6.21,8.05,330,72.38,17,
OBBI,1/18/16 4:00,6.21,6.9,330,82.37,16,
OBBI,1/18/16 5:00,6.21,6.9,330,72.56,18,
OBBI,1/18/16 6:00,6.21,8.05,310,77.45,18,
OBBI,1/18/16 7:00,5.59,5.75,280,72.74,19,
OBBI,1/18/16 8:00,5.59,8.05,270,72.74,19,
OBBI,1/18/16 9:00,4.97,9.2,300,64.04,20,
OBBI,1/18/16 10:00,4.97,8.05,310,64.04,20,
OBBI,1/18/16 11:00,4.97,9.2,310,68.35,20,
OBBI,1/18/16 12:00,4.35,9.2,300,68.35,20,
OBBI,1/18/16 13:00,4.35,8.05,340,59.97,20,
OBBI,1/18/16 14:00,4.35,5.75,30,72.74,19,
OBBI,1/18/16 15:00,4.35,3.45,340,82.62,18,
OBBI,1/18/16 16:00,4.35,2.3,350,82.62,18,
OBBI,1/18/16 17:00,4.35,3.45,300,82.62,18,
OBBI,1/18/16 18:00,4.35,0,0,88,17,
OBBI,1/18/16 19:00,4.35,1.15,M,88,17,
OBBI,1/18/16 20:00,3.11,0,0,82.5,17,
OBBI,1/18/16 21:00,3.11,0,0,87.92,16,
OBBI,1/19/16 1:00,1.24,0,0,93.74,15,
OBBI,1/19/16 2:00,1.24,1.15,M,93.65,13,
OBBI,1/19/16 3:00,0.75,1.15,M,93.65,13,
OBBI,1/19/16 4:00,0.75,2.3,200,93.74,15,
OBBI,1/19/16 5:00,0.31,3.45,200,93.79,16,
OBBI,1/19/16 6:00,0.06,3.45,170,93.74,15,
OBBI,1/19/16 7:00,2.17,4.6,150,82.5,17,
