station,time,temp,relh,wd,ws,visibility
OKBK,1/1/17 0:00,59,62.92,340,9,6.21
OKBK,1/1/17 1:00,59,62.92,240,12,6.21
OKBK,1/1/17 2:00,59,58.77,350,10,6.21
OKBK,1/1/17 3:00,57.2,58.52,340,11,6.21
OKBK,1/1/17 4:00,57.2,58.52,330,9,4.35
OKBK,1/1/17 5:00,57.2,54.6,340,10,4.35
OKBK,1/1/17 6:00,60.8,38.85,340,12,6.21
OKBK,1/1/17 7:00,62.6,36.45,350,11,6.21
OKBK,1/1/17 8:00,66.2,34.51,340,9,6.21
OKBK,1/1/17 9:00,68,34.8,350,14,6.21
OKBK,1/1/17 10:00,69.8,35.09,350,16,4.97
OKBK,1/1/17 11:00,69.8,32.72,360,14,4.35
OKBK,1/1/17 12:00,71.6,28.68,350,13,4.97
OKBK,1/1/17 13:00,69.8,30.49,350,12,4.97
OKBK,1/1/17 14:00,68,34.8,360,12,4.35
OKBK,1/1/17 15:00,66.2,39.72,360,14,4.97
OKBK,1/1/17 16:00,62.6,45.04,350,11,4.97
OKBK,1/1/17 17:00,62.6,45.04,350,12,4.97
OKBK,1/1/17 18:00,60.8,51.45,350,13,4.97
OKBK,1/1/17 19:00,59,54.86,340,11,6.21
OKBK,1/1/17 20:00,59,54.86,340,11,6.21
OKBK,1/1/17 21:00,57.2,62.69,340,12,6.21
OKBK,1/1/17 22:00,57.2,58.52,340,12,6.21
OKBK,1/1/17 23:00,57.2,58.52,340,14,6.21
OKBK,1/2/17 0:00,55.4,62.46,340,11,6.21
OKBK,1/2/17 1:00,53.6,66.7,320,9,6.21
OKBK,1/2/17 2:00,53.6,71.45,330,7,6.21
OKBK,1/2/17 3:00,53.6,71.45,330,8,4.35
OKBK,1/2/17 4:00,53.6,66.7,320,9,4.35
OKBK,1/2/17 5:00,55.4,62.46,330,9,4.35
OKBK,1/2/17 6:00,57.2,62.69,340,12,4.35
OKBK,1/2/17 7:00,59,62.92,340,13,4.35
OKBK,1/2/17 8:00,62.6,51.72,340,10,4.97
OKBK,1/2/17 9:00,66.2,45.6,340,11,4.97
OKBK,1/2/17 10:00,69.8,40.29,340,10,6.21
OKBK,1/2/17 11:00,71.6,37.89,330,9,6.21
OKBK,1/2/17 12:00,71.6,35.37,340,8,6.21
OKBK,1/2/17 13:00,71.6,35.37,330,8,6.21
OKBK,1/2/17 14:00,69.8,37.61,330,5,6.21
OKBK,1/2/17 15:00,64.4,45.32,300,3,6.21
OKBK,1/2/17 16:00,60.8,51.45,290,5,6.21
OKBK,1/2/17 17:00,59,54.86,320,4,4.35
OKBK,1/2/17 18:00,64.4,48.55,340,9,4.97
OKBK,1/2/17 19:00,60.8,51.45,350,12,4.97
OKBK,1/2/17 20:00,60.8,51.45,350,10,6.21
OKBK,1/2/17 21:00,59,54.86,350,10,6.21
OKBK,1/2/17 22:00,57.2,58.52,350,8,6.21
OKBK,1/2/17 23:00,57.2,58.52,340,15,6.21
OKBK,1/3/17 0:00,55.4,62.46,340,12,6.21
OKBK,1/3/17 1:00,55.4,58.27,340,11,6.21
OKBK,1/3/17 2:00,55.4,58.27,340,10,6.21
OKBK,1/3/17 3:00,53.6,62.23,350,11,6.21
OKBK,1/3/17 4:00,53.6,58.02,350,9,6.21
OKBK,1/3/17 5:00,55.4,54.34,340,10,4.97
OKBK,1/3/17 6:00,57.2,44.19,330,8,6.21
OKBK,1/3/17 7:00,59,38.56,340,11,6.21
OKBK,1/3/17 8:00,62.6,31.56,340,12,6.21
OKBK,1/3/17 9:00,66.2,29.92,350,13,6.21
OKBK,1/3/17 10:00,68,26.15,350,14,6.21
OKBK,1/3/17 11:00,68,26.15,350,13,6.21
OKBK,1/3/17 12:00,68,26.15,350,13,6.21
OKBK,1/3/17 13:00,68,28.11,350,11,6.21
OKBK,1/3/17 14:00,66.2,29.92,350,10,6.21
OKBK,1/3/17 15:00,64.4,34.22,350,8,6.21
OKBK,1/3/17 16:00,62.6,31.56,350,10,6.21
OKBK,1/3/17 17:00,60.8,36.16,350,10,6.21
OKBK,1/3/17 18:00,60.8,33.64,350,11,6.21
OKBK,1/3/17 19:00,59,38.56,350,12,6.21
OKBK,1/3/17 20:00,57.2,41.13,350,10,6.21
OKBK,1/3/17 21:00,57.2,44.19,350,13,6.21
OKBK,1/3/17 22:00,55.4,47.16,350,10,6.21
OKBK,1/3/17 23:00,53.6,54.07,350,11,6.21
OKBK,1/4/17 0:00,53.6,54.07,340,10,6.21
OKBK,1/4/17 1:00,53.6,58.02,360,9,6.21
OKBK,1/4/17 2:00,53.6,58.02,350,8,6.21
OKBK,1/4/17 3:00,51.8,61.99,350,8,6.21
OKBK,1/4/17 4:00,50,66.27,340,7,6.21
OKBK,1/4/17 5:00,51.8,61.99,330,7,6.21
OKBK,1/4/17 6:00,53.6,54.07,340,9,6.21
OKBK,1/4/17 7:00,55.4,50.64,350,10,6.21
OKBK,1/4/17 8:00,59,44.47,340,9,6.21
OKBK,1/4/17 9:00,60.8,36.16,350,13,6.21
OKBK,1/4/17 10:00,62.6,36.45,350,12,6.21
OKBK,1/4/17 11:00,62.6,33.93,340,13,6.21
OKBK,1/4/17 12:00,64.4,31.85,350,12,6.21
OKBK,1/4/17 12:59,62.6,31.56,350,12,6.21
OKBK,1/4/17 14:00,62.6,31.56,350,11,6.21
OKBK,1/4/17 15:00,60.8,36.16,350,10,6.21
OKBK,1/4/17 16:00,60.8,38.85,340,9,6.21
OKBK,1/4/17 17:00,59,44.47,340,9,6.21
OKBK,1/4/17 18:00,59,44.47,340,10,6.21
OKBK,1/4/17 19:00,59,44.47,340,10,6.21
OKBK,1/4/17 20:00,57.2,47.44,340,13,6.21
OKBK,1/4/17 21:00,55.4,54.34,340,11,6.21
OKBK,1/4/17 22:00,55.4,54.34,350,12,6.21
OKBK,1/4/17 23:00,53.6,62.23,350,10,6.21
OKBK,1/5/17 0:00,53.6,62.23,340,10,6.21
OKBK,1/5/17 1:00,53.6,58.02,350,10,6.21
OKBK,1/5/17 2:00,51.8,57.77,340,14,6.21
OKBK,1/5/17 3:00,50,61.76,340,12,6.21
OKBK,1/5/17 4:00,50,61.76,330,12,6.21
OKBK,1/5/17 5:00,51.8,57.77,340,15,6.21
OKBK,1/5/17 6:00,53.6,50.36,340,15,6.21
OKBK,1/5/17 7:00,55.4,47.16,340,19,6.21
OKBK,1/5/17 8:00,59,41.42,350,19,6.21
OKBK,1/5/17 9:00,62.6,36.45,340,24,6.21
OKBK,1/5/17 10:00,64.4,29.63,340,21,6.21
OKBK,1/5/17 11:00,64.4,29.63,350,20,6.21
OKBK,1/5/17 12:00,66.2,27.83,340,17,6.21
OKBK,1/5/17 12:59,64.4,29.63,340,18,6.21
OKBK,1/5/17 14:00,62.6,33.93,340,14,6.21
OKBK,1/5/17 15:00,60.8,36.16,350,11,6.21
OKBK,1/5/17 16:00,59,38.56,340,10,6.21
OKBK,1/5/17 17:00,57.2,41.13,340,10,6.21
OKBK,1/5/17 18:00,57.2,44.19,330,12,6.21
OKBK,1/5/17 19:00,55.4,47.16,330,12,4.35
OKBK,1/5/17 20:00,55.4,47.16,340,15,4.97
OKBK,1/5/17 21:00,53.6,50.36,340,13,6.21
OKBK,1/5/17 22:00,51.8,53.81,340,12,6.21
OKBK,1/5/17 23:00,51.8,53.81,340,14,6.21
OKBK,1/6/17 0:00,51.8,57.77,340,15,6.21
OKBK,1/6/17 1:00,50,61.76,320,8,6.21
OKBK,1/6/17 2:00,50,57.52,320,9,6.21
OKBK,1/6/17 3:00,50,53.54,330,12,6.21
OKBK,1/6/17 4:00,48.2,57.26,330,10,6.21
OKBK,1/6/17 5:00,50,53.54,330,11,6.21
OKBK,1/6/17 6:00,53.6,46.88,330,11,6.21
OKBK,1/6/17 7:00,57.2,38.26,330,12,6.21
OKBK,1/6/17 8:00,60.8,33.64,340,13,6.21
OKBK,1/6/17 9:00,64.4,27.55,340,14,6.21
OKBK,1/6/17 10:00,66.2,25.88,350,14,6.21
OKBK,1/6/17 11:00,68,22.59,340,15,6.21
OKBK,1/6/17 12:00,68,20.98,340,16,6.21
OKBK,1/6/17 12:59,66.2,24.04,340,13,6.21
OKBK,1/6/17 14:00,64.4,27.55,340,9,6.21
OKBK,1/6/17 15:00,60.8,33.64,310,6,6.21
OKBK,1/6/17 16:00,57.2,35.57,310,4,6.21
OKBK,1/6/17 17:00,51.8,43.32,280,3,6.21
OKBK,1/6/17 18:00,51.8,40.25,290,3,6.21
OKBK,1/6/17 19:00,51.8,43.32,300,3,6.21
OKBK,1/6/17 20:00,46.4,49.24,270,4,6.21
OKBK,1/6/17 21:00,46.4,53,240,4,6.21
OKBK,1/6/17 22:00,44.6,56.74,260,4,6.21
OKBK,1/6/17 23:00,46.4,53,0,0,6.21
OKBK,1/7/17 0:00,42.8,60.79,280,4,6.21
OKBK,1/7/17 1:00,42.8,65.38,230,3,4.35
OKBK,1/7/17 2:00,44.6,61.03,0,0,6.21
OKBK,1/7/17 3:00,44.6,56.74,0,0,6.21
OKBK,1/7/17 4:00,42.8,60.79,200,3,3.73
OKBK,1/7/17 5:00,46.4,57,0,0,4.35
OKBK,1/7/17 6:00,53.6,50.36,0,0,4.97
OKBK,1/7/17 7:00,57.2,47.44,0,0,4.35
OKBK,1/7/17 8:00,62.6,39.14,310,4,4.97
OKBK,1/7/17 9:00,64.4,34.22,340,4,6.21
OKBK,1/7/17 10:00,66.2,29.92,300,4,6.21
OKBK,1/7/17 11:00,68,26.15,330,4,6.21
OKBK,1/7/17 12:00,68,34.8,50,6,6.21
OKBK,1/7/17 13:00,66.2,29.92,50,5,6.21
OKBK,1/7/17 14:00,62.6,36.45,80,6,6.21
OKBK,1/7/17 15:00,59,44.47,70,4,6.21
OKBK,1/7/17 16:00,59,44.47,80,3,6.21
OKBK,1/7/17 17:00,57.2,47.44,120,3,6.21
OKBK,1/7/17 18:00,55.4,50.64,160,4,6.21
OKBK,1/7/17 19:00,55.4,50.64,0,0,6.21
OKBK,1/7/17 20:00,51.8,57.77,210,5,6.21
OKBK,1/7/17 21:00,50,61.76,180,3,6.21
OKBK,1/7/17 22:00,50,66.27,0,0,6.21
OKBK,1/7/17 23:00,50,66.27,0,0,6.21
OKBK,1/8/17 0:00,50,66.27,0,0,6.21
OKBK,1/8/17 1:00,46.4,70.68,0,0,6.21
OKBK,1/8/17 2:00,44.6,75.68,0,0,4.97
OKBK,1/8/17 3:00,44.6,75.68,260,4,4.97
OKBK,1/8/17 4:00,46.4,75.84,150,3,3.73
OKBK,1/8/17 5:00,48.2,70.88,0,0,3.73
OKBK,1/8/17 6:00,57.2,54.6,0,0,4.35
OKBK,1/8/17 7:00,62.6,48.28,0,0,4.35
OKBK,1/8/17 8:00,68,37.32,0,0,4.35
OKBK,1/8/17 9:00,69.8,30.49,0,0,4.35
OKBK,1/8/17 10:00,71.6,33,70,3,4.35
OKBK,1/8/17 11:00,69.8,35.09,110,4,6.21
OKBK,1/8/17 12:00,69.8,32.72,120,7,6.21
OKBK,1/8/17 13:00,68,37.32,110,6,6.21
OKBK,1/8/17 14:00,64.4,55.63,110,6,6.21
OKBK,1/8/17 15:00,60.8,67.54,110,4,6.21
OKBK,1/8/17 16:00,57.2,82.12,130,4,4.35
OKBK,1/8/17 17:00,55.4,81.99,190,3,4.35
OKBK,1/8/17 18:00,57.2,82.12,140,4,3.73
OKBK,1/8/17 19:00,57.2,87.74,120,4,3.73
OKBK,1/8/17 20:00,57.2,93.69,0,0,1.86
OKBK,1/8/17 21:00,50,93.5,0,0,1.24
OKBK,1/8/17 22:00,50,93.5,0,0,0.56
OKBK,1/8/17 22:46,M,M,170,3,0.31
OKBK,1/9/17 0:00,48.2,93.45,160,3,0.06
OKBK,1/9/17 1:00,48.2,76.01,0,0,0.06
OKBK,1/9/17 2:00,48.2,100,0,0,0.06
OKBK,1/9/17 3:00,51.8,93.55,0,0,0.06
OKBK,1/9/17 4:00,50,100,0,0,0.06
OKBK,1/9/17 6:00,55.4,100,0,0,0.93
OKBK,1/9/17 7:00,68,72.92,120,9,4.35
OKBK,1/9/17 8:00,69.8,68.55,130,13,4.97
OKBK,1/9/17 9:00,71.6,64.48,130,12,6.21
OKBK,1/9/17 10:00,71.6,64.48,130,14,6.21
OKBK,1/9/17 11:00,71.6,56.63,130,15,6.21
OKBK,1/9/17 12:00,71.6,60.44,130,12,6.21
OKBK,1/9/17 13:00,69.8,64.26,120,10,6.21
OKBK,1/9/17 14:00,66.2,82.74,100,4,3.73
OKBK,1/9/17 15:00,62.6,93.83,130,5,4.35
OKBK,1/9/17 16:00,62.6,93.83,110,3,3.11
OKBK,1/9/17 17:00,60.8,93.79,0,0,3.11
OKBK,1/9/17 18:00,57.2,100,0,0,2.49
OKBK,1/9/17 19:00,53.6,93.6,280,4,2.17
OKBK,1/9/17 19:29,M,M,290,4,0.5
OKBK,1/9/17 20:00,53.6,100,290,7,0.43
OKBK,1/9/17 20:25,M,M,300,7,0.06
OKBK,1/9/17 21:00,53.6,100,300,5,0.06
OKBK,1/9/17 22:00,53.6,100,310,8,2.49
OKBK,1/9/17 23:00,53.6,66.7,310,10,4.97
OKBK,1/10/17 0:00,53.6,66.7,300,8,4.97
OKBK,1/10/17 1:00,53.6,66.7,330,9,4.97
OKBK,1/10/17 2:00,53.6,71.45,340,10,4.35
OKBK,1/10/17 3:00,53.6,66.7,350,6,4.35
OKBK,1/10/17 4:00,51.8,71.26,330,8,3.73
OKBK,1/10/17 5:00,55.4,62.46,350,9,3.73
OKBK,1/10/17 6:00,55.4,62.46,340,12,3.73
OKBK,1/10/17 7:00,59,54.86,350,16,4.35
OKBK,1/10/17 8:00,60.8,48,360,13,4.35
OKBK,1/10/17 9:00,64.4,42.28,350,12,4.35
OKBK,1/10/17 10:00,68,37.32,350,13,4.35
OKBK,1/10/17 11:00,69.8,35.09,360,15,4.35
OKBK,1/10/17 12:00,69.8,35.09,360,12,4.35
OKBK,1/10/17 12:59,69.8,35.09,10,12,4.35
OKBK,1/10/17 14:00,68,34.8,360,9,4.35
OKBK,1/10/17 15:00,66.2,37.03,360,8,4.35
OKBK,1/10/17 16:00,64.4,34.22,350,8,6.21
OKBK,1/10/17 17:00,64.4,31.85,360,7,6.21
OKBK,1/10/17 18:00,62.6,36.45,360,7,6.21
OKBK,1/10/17 19:00,60.8,38.85,350,10,6.21
OKBK,1/10/17 20:00,60.8,38.85,350,9,6.21
OKBK,1/10/17 21:00,59,44.47,350,7,6.21
OKBK,1/10/17 22:00,59,44.47,360,9,6.21
OKBK,1/10/17 23:00,57.2,47.44,350,7,6.21
OKBK,1/11/17 0:00,57.2,47.44,350,7,6.21
OKBK,1/11/17 1:00,55.4,50.64,360,8,6.21
OKBK,1/11/17 2:00,53.6,54.07,350,7,6.21
OKBK,1/11/17 3:00,53.6,54.07,350,7,6.21
OKBK,1/11/17 4:00,51.8,53.81,350,4,4.35
OKBK,1/11/17 5:00,53.6,54.07,350,5,3.73
OKBK,1/11/17 6:00,57.2,44.19,350,9,4.35
OKBK,1/11/17 7:00,59,44.47,350,7,4.97
OKBK,1/11/17 8:00,62.6,39.14,340,9,6.21
OKBK,1/11/17 9:00,66.2,29.92,350,9,6.21
OKBK,1/11/17 10:00,68,26.15,340,11,6.21
OKBK,1/11/17 11:00,69.8,24.59,340,12,6.21
OKBK,1/11/17 12:00,69.8,24.59,350,11,6.21
OKBK,1/11/17 12:59,68,26.15,350,12,6.21
OKBK,1/11/17 14:00,68,26.15,350,10,6.21
OKBK,1/11/17 15:00,64.4,27.55,350,6,6.21
OKBK,1/11/17 16:00,62.6,29.35,350,5,6.21
OKBK,1/11/17 17:00,60.8,31.28,320,5,6.21
OKBK,1/11/17 18:00,57.2,35.57,320,6,6.21
OKBK,1/11/17 19:00,59,35.87,340,4,6.21
OKBK,1/11/17 20:00,57.2,38.26,330,6,6.21
OKBK,1/11/17 21:00,59,33.35,330,9,6.21
OKBK,1/11/17 22:00,57.2,41.13,340,9,6.21
OKBK,1/11/17 23:00,55.4,43.9,340,10,6.21
OKBK,1/12/17 0:00,55.4,47.16,350,11,6.21
OKBK,1/12/17 1:00,55.4,47.16,340,12,6.21
OKBK,1/12/17 2:00,53.6,46.88,340,9,6.21
OKBK,1/12/17 3:00,51.8,50.08,320,10,6.21
OKBK,1/12/17 4:00,50,49.81,320,10,4.97
OKBK,1/12/17 5:00,51.8,46.59,310,9,4.35
OKBK,1/12/17 6:00,55.4,37.97,320,12,4.35
OKBK,1/12/17 7:00,59,33.35,330,14,4.35
OKBK,1/12/17 8:00,62.6,29.35,330,13,6.21
OKBK,1/12/17 9:00,64.4,25.6,330,14,6.21
OKBK,1/12/17 10:00,66.2,22.33,340,14,6.21
OKBK,1/12/17 11:00,68,20.98,330,14,6.21
OKBK,1/12/17 12:00,68,19.47,330,14,6.21
OKBK,1/12/17 13:00,68,19.47,330,12,6.21
OKBK,1/12/17 14:00,66.2,24.04,340,12,6.21
OKBK,1/12/17 15:00,64.4,25.6,330,8,6.21
OKBK,1/12/17 16:00,62.6,27.27,330,9,6.21
OKBK,1/12/17 17:00,60.8,26.98,330,9,6.21
OKBK,1/12/17 18:00,60.8,26.98,340,11,6.21
OKBK,1/12/17 19:00,59,28.77,330,8,6.21
OKBK,1/12/17 20:00,57.2,30.69,340,7,6.21
OKBK,1/12/17 21:00,53.6,37.67,320,5,6.21
OKBK,1/12/17 22:00,53.6,40.54,330,7,6.21
OKBK,1/12/17 23:00,50,43.03,320,5,6.21
OKBK,1/13/17 0:00,48.2,46.02,290,3,6.21
OKBK,1/13/17 1:00,48.2,46.02,270,3,6.21
OKBK,1/13/17 2:00,46.4,53,280,4,6.21
OKBK,1/13/17 3:00,46.4,53,260,3,6.21
OKBK,1/13/17 4:00,42.8,60.79,280,4,6.21
OKBK,1/13/17 5:00,48.2,53.27,250,5,6.21
OKBK,1/13/17 6:00,55.4,40.84,300,6,6.21
OKBK,1/13/17 7:00,59,35.87,350,9,6.21
OKBK,1/13/17 8:00,60.8,33.64,350,10,6.21
OKBK,1/13/17 9:00,62.6,29.35,350,10,6.21
OKBK,1/13/17 10:00,64.4,27.55,340,8,6.21
OKBK,1/13/17 11:00,64.4,25.6,340,8,6.21
OKBK,1/13/17 12:00,66.2,22.33,350,8,6.21
OKBK,1/13/17 13:00,66.2,22.33,350,10,6.21
OKBK,1/13/17 14:00,64.4,25.6,350,7,6.21
OKBK,1/13/17 15:00,62.6,29.35,350,7,6.21
OKBK,1/13/17 16:00,59,30.98,350,6,6.21
OKBK,1/13/17 17:00,57.2,33.05,350,5,6.21
OKBK,1/13/17 18:00,51.8,40.25,300,3,6.21
OKBK,1/13/17 19:00,48.2,46.02,260,4,6.21
OKBK,1/13/17 20:00,46.4,45.73,270,3,4.97
OKBK,1/13/17 21:00,46.4,45.73,220,3,6.21
OKBK,1/13/17 22:00,42.8,52.45,200,4,6.21
OKBK,1/13/17 23:00,42.8,52.45,230,4,6.21
OKBK,1/14/17 0:00,44.6,48.96,0,0,6.21
OKBK,1/14/17 1:00,42.8,52.45,270,5,6.21
OKBK,1/14/17 2:00,42.8,56.48,280,5,6.21
OKBK,1/14/17 3:00,42.8,56.48,300,5,6.21
OKBK,1/14/17 4:00,41,56.22,260,3,4.35
OKBK,1/14/17 5:00,46.4,53,270,3,6.21
OKBK,1/14/17 6:00,53.6,43.61,320,7,6.21
OKBK,1/14/17 7:00,57.2,41.13,320,11,6.21
OKBK,1/14/17 8:00,59,38.56,300,9,6.21
OKBK,1/14/17 9:00,62.6,33.93,320,8,6.21
OKBK,1/14/17 10:00,64.4,34.22,320,11,6.21
OKBK,1/14/17 11:00,64.4,34.22,340,16,6.21
OKBK,1/14/17 12:00,64.4,34.22,330,14,6.21
OKBK,1/14/17 12:59,62.6,33.93,340,13,6.21
OKBK,1/14/17 14:00,60.8,36.16,320,12,6.21
OKBK,1/14/17 15:00,60.8,36.16,330,10,6.21
OKBK,1/14/17 16:00,57.2,41.13,310,7,6.21
OKBK,1/14/17 17:00,53.6,46.88,300,5,6.21
OKBK,1/14/17 18:00,50,53.54,270,3,6.21
OKBK,1/14/17 19:00,50,53.54,0,0,6.21
OKBK,1/14/17 20:00,51.8,53.81,350,5,6.21
OKBK,1/14/17 21:00,44.6,61.03,290,4,6.21
OKBK,1/14/17 22:00,42.8,65.38,270,4,6.21
OKBK,1/14/17 23:00,44.6,65.61,0,0,6.21
OKBK,1/15/17 0:00,42.8,65.38,0,0,6.21
OKBK,1/15/17 1:00,44.6,65.61,0,0,6.21
OKBK,1/15/17 2:00,41,70.08,180,3,6.21
OKBK,1/15/17 3:00,41,70.08,190,3,6.21
OKBK,1/15/17 4:00,41,65.16,160,4,6.21
OKBK,1/15/17 5:00,44.6,65.61,210,3,6.21
OKBK,1/15/17 6:00,51.8,53.81,0,0,6.21
OKBK,1/15/17 7:00,57.2,50.91,0,0,6.21
OKBK,1/15/17 8:00,60.8,38.85,0,0,6.21
OKBK,1/15/17 9:00,62.6,31.56,180,4,6.21
OKBK,1/15/17 10:00,66.2,29.92,180,3,6.21
OKBK,1/15/17 11:00,68,26.15,130,3,6.21
OKBK,1/15/17 12:00,62.6,45.04,110,10,6.21
OKBK,1/15/17 12:59,60.8,55.12,110,12,6.21
OKBK,1/15/17 14:00,59,58.77,120,11,6.21
OKBK,1/15/17 15:00,59,58.77,120,6,6.21
OKBK,1/15/17 16:00,59,62.92,130,5,6.21
OKBK,1/15/17 17:00,59,62.92,100,3,6.21
OKBK,1/15/17 18:00,59,67.33,110,4,6.21
OKBK,1/15/17 19:00,59,72.01,100,3,6.21
OKBK,1/15/17 20:00,59,76.98,90,3,6.21
OKBK,1/15/17 21:00,57.2,76.82,90,3,6.21
OKBK,1/15/17 22:00,57.2,76.82,50,5,6.21
OKBK,1/15/17 23:00,57.2,76.82,30,3,6.21
OKBK,1/16/17 0:00,57.2,82.12,100,3,6.21
OKBK,1/16/17 1:00,57.2,82.12,50,5,6.21
OKBK,1/16/17 2:00,55.4,93.65,30,7,6.21
OKBK,1/16/17 3:00,55.4,66.91,30,6,6.21
OKBK,1/16/17 4:00,53.6,66.7,10,5,6.21
OKBK,1/16/17 5:00,55.4,62.46,10,4,6.21
OKBK,1/16/17 6:00,59,58.77,350,6,6.21
OKBK,1/16/17 7:00,59,54.86,350,8,6.21
OKBK,1/16/17 8:00,62.6,42,360,11,6.21
OKBK,1/16/17 9:00,64.4,36.74,340,10,6.21
OKBK,1/16/17 10:00,66.2,34.51,350,13,6.21
OKBK,1/16/17 11:00,66.2,39.72,360,15,6.21
OKBK,1/16/17 12:00,66.2,37.03,350,14,6.21
OKBK,1/16/17 13:00,66.2,39.72,350,13,6.21
OKBK,1/16/17 14:00,64.4,42.28,350,11,6.21
OKBK,1/16/17 15:00,62.6,42,350,9,6.21
OKBK,1/16/17 16:00,62.6,42,340,10,6.21
OKBK,1/16/17 17:00,60.8,44.76,350,10,6.21
OKBK,1/16/17 18:00,59,51.18,340,10,6.21
OKBK,1/16/17 19:00,59,54.86,340,9,6.21
OKBK,1/16/17 20:00,57.2,58.52,340,10,6.21
OKBK,1/16/17 21:00,55.4,62.46,340,11,6.21
OKBK,1/16/17 22:00,55.4,66.91,340,12,6.21
OKBK,1/16/17 23:00,53.6,71.45,340,9,6.21
OKBK,1/17/17 0:00,51.8,71.26,340,8,6.21
OKBK,1/17/17 1:00,51.8,71.26,340,11,6.21
OKBK,1/17/17 2:00,51.8,71.26,340,11,6.21
OKBK,1/17/17 3:00,50,76.18,340,11,6.21
OKBK,1/17/17 4:00,50,71.07,330,9,4.35
OKBK,1/17/17 5:00,51.8,66.48,320,9,4.97
OKBK,1/17/17 6:00,53.6,62.23,340,12,4.97
OKBK,1/17/17 7:00,57.2,54.6,340,13,6.21
OKBK,1/17/17 8:00,59,51.18,340,17,6.21
OKBK,1/17/17 9:00,60.8,48,340,15,6.21
OKBK,1/17/17 10:00,62.6,42,340,15,6.21
OKBK,1/17/17 11:00,64.4,39.43,350,15,6.21
OKBK,1/17/17 12:00,64.4,36.74,340,12,6.21
OKBK,1/17/17 13:00,64.4,36.74,340,11,6.21
OKBK,1/17/17 14:00,62.6,39.14,350,9,6.21
OKBK,1/17/17 15:00,60.8,41.71,340,8,6.21
OKBK,1/17/17 16:00,59,47.72,320,7,6.21
OKBK,1/17/17 17:00,53.6,54.07,280,4,6.21
OKBK,1/17/17 18:00,51.8,53.81,0,0,6.21
OKBK,1/17/17 19:00,50,61.76,280,6,6.21
OKBK,1/17/17 20:00,48.2,61.52,310,4,6.21
OKBK,1/17/17 21:00,46.4,65.83,260,5,6.21
OKBK,1/17/17 22:00,48.2,66.05,280,4,6.21
OKBK,1/17/17 23:00,48.2,66.05,280,6,6.21
OKBK,1/18/17 0:00,46.4,65.83,300,3,6.21
OKBK,1/18/17 1:00,48.2,66.05,340,5,6.21
OKBK,1/18/17 2:00,44.6,75.68,0,0,6.21
OKBK,1/18/17 3:00,46.4,75.84,330,4,6.21
OKBK,1/18/17 4:00,42.8,81.07,0,0,3.73
OKBK,1/18/17 5:00,46.4,75.84,260,4,3.73
OKBK,1/18/17 6:00,53.6,66.7,330,6,3.73
OKBK,1/18/17 7:00,57.2,58.52,360,7,4.35
OKBK,1/18/17 8:00,59,54.86,10,9,4.35
OKBK,1/18/17 9:00,62.6,45.04,360,7,4.97
OKBK,1/18/17 10:00,64.4,39.43,360,6,4.97
OKBK,1/18/17 11:00,66.2,37.03,30,5,4.97
OKBK,1/18/17 12:00,64.4,36.74,60,4,4.97
OKBK,1/18/17 12:59,64.4,39.43,50,3,4.97
OKBK,1/18/17 14:00,62.6,45.04,110,4,4.35
OKBK,1/18/17 15:00,59,51.18,0,0,4.35
OKBK,1/18/17 16:00,57.2,58.52,0,0,4.97
OKBK,1/18/17 17:00,55.4,58.27,150,4,4.97
OKBK,1/18/17 18:00,53.6,62.23,0,0,4.97
OKBK,1/18/17 19:00,53.6,62.23,180,5,4.97
OKBK,1/18/17 20:00,51.8,66.48,0,0,6.21
OKBK,1/18/17 21:00,51.8,71.26,150,3,6.21
OKBK,1/18/17 22:00,51.8,66.48,360,3,6.21
OKBK,1/18/17 23:00,51.8,66.48,0,0,6.21
OKBK,1/19/17 0:00,51.8,66.48,0,0,6.21
OKBK,1/19/17 1:00,51.8,66.48,0,0,6.21
OKBK,1/19/17 2:00,53.6,66.7,150,5,6.21
OKBK,1/19/17 3:00,57.2,67.12,130,3,6.21
OKBK,1/19/17 4:00,57.2,67.12,0,0,4.35
OKBK,1/19/17 5:00,59,76.98,160,9,3.11
OKBK,1/19/17 6:00,60.8,72.2,10,6,3.11
OKBK,1/19/17 7:00,60.8,77.14,130,7,3.11
OKBK,1/19/17 7:32,59,87.83,110,5,2.8
OKBK,1/19/17 8:00,59,87.83,110,4,1.86
OKBK,1/19/17 9:00,59,87.83,120,6,2.49
OKBK,1/19/17 10:00,59,87.83,140,11,3.11
OKBK,1/19/17 11:00,60.8,82.37,130,12,3.11
OKBK,1/19/17 12:00,60.8,87.92,130,13,2.49
OKBK,1/19/17 13:00,62.6,82.5,140,12,4.35
OKBK,1/19/17 14:00,62.6,82.5,130,7,3.73
OKBK,1/19/17 15:00,60.8,87.92,20,5,4.35
OKBK,1/19/17 16:00,57.2,93.69,10,6,4.35
OKBK,1/19/17 17:00,57.2,82.12,30,6,6.21
OKBK,1/19/17 18:00,57.2,76.82,20,5,6.21
OKBK,1/19/17 19:00,57.2,76.82,30,5,6.21
OKBK,1/19/17 20:00,57.2,76.82,20,4,6.21
OKBK,1/19/17 21:00,55.4,81.99,10,5,6.21
OKBK,1/19/17 22:00,55.4,81.99,360,3,4.35
OKBK,1/19/17 23:00,55.4,81.99,360,4,4.35
